"Order Line/Order Reference","Order Line/Product","Order Line/Unit Price","Order Line/Quantity","Order Line/Received Qty","Order Line/Subtotal","Order Line/Confirmed Date","Order Line/Expected Arrival Time","Order Line/Partner","Order Line/Company","Order Line/Created By","Order Line/Status","Order Line/Order Reference/Actual Ship Date"
"CAP26069002 (OL2494-1)","[VHK30154] Maibao Melon Home Cleaning 250ml","12.56","278.0","208.0","3491.68","2026-06-08 16:00:35","2026-06-13 16:00:35","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP26069002 (OL2494-1)","[E54384] ANZHU Osmanthus Chili Seasonings 12bags*70g","31.23","1.0","1.0","31.23","2026-06-08 16:00:35","2026-06-13 16:00:35","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Lina Hua","done","2026-06-09"
"CAP26069002 (OL2494-1)","[VPC50200] Maibao Spicy Personal Care 200ml","7.06","1.0","1.0","7.06","2026-06-08 16:00:35","2026-06-13 16:00:35","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP26069002 (OL2494-1)","[VHB69106] Maibao Brown Sugar Hand & Body Care 400ml","9.82","6.0","6.0","58.92","2026-06-08 16:00:35","2026-06-13 16:00:35","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Lina Hua","done","2026-06-09"
"CAP26069002 (OL2494-1)","[A88124] Songzhu Lemon Juice 20btls*500ml","14.03","1.0","1.0","14.03","2026-06-08 16:00:35","2026-06-13 16:00:35","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Lina Hua","done","2026-06-09"
"CAP26069002 (OL2494-1)","[A52240] Songzhu Grape Sparkling Water 20btls*330ml","15.05","10.0","10.0","150.5","2026-06-08 16:00:35","2026-06-13 16:00:35","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"NJP26068387","[F79209] XIANZHOU Oolong Starch 12bags*1000g","25.54","1.0","1.0","25.54","2026-06-08 15:58:55","2026-08-13 15:58:55","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP26068387","[A92139] Baoan Beef Milk 24btls*480ml","14.87","1.0","1.0","14.87","2026-06-08 15:58:55","2026-08-13 15:58:55","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP26068387","[F02219] Xixiang Spicy Rice 12bags*500g","27.53","1.0","1.0","27.53","2026-06-08 15:58:55","2026-08-13 15:58:55","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP26068387","[F53365] Xixiang Five Spice Rice 20bags*150g","37.67","1.0","1.0","37.67","2026-06-08 15:58:55","2026-08-13 15:58:55","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP26068387","[G53180] Zhouyou Taro Sauces 10bags*400g","13.38","31.0","31.0","414.78","2026-06-08 15:58:55","2026-08-13 15:58:55","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP26068387","[A95270] Baoan Corn Milk 20btls*480ml","21.81","1.0","1.0","21.81","2026-06-08 15:58:55","2026-08-13 15:58:55","Jiangbei Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"TXP26068533","[A92139] Baoan Beef Milk 24btls*480ml","16.62","1.0","1.0","16.62","2026-06-08 15:05:32","2026-08-13 15:05:32","Jiangbei Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068533","[A38147] Baoan Chocolate Juice 12btls*480ml","24.11","5.0","5.0","","2026-06-08 15:05:32","2026-08-13 15:05:32","Jiangbei Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068533","[G53180] Zhouyou Taro Sauces 10bags*400g","13.97","1.0","1.0","13.97","2026-06-08 15:05:32","2026-08-13 15:05:32","Jiangbei Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068533","[F66207] XIANZHOU Honey Flour Mix & Frying Batter Mix 24bags*1000g","34.13","1.0","1.0","34.13","2026-06-08 15:05:32","2026-08-13 15:05:32","Jiangbei Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068533","[F53365] Xixiang Five Spice Rice 20bags*150g","35.43","1.0","1.0","","2026-06-08 15:05:32","2026-08-13 15:05:32","Jiangbei Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068317 (OL2371-5)","[VCA48180] BAOXI Garlic Fashion Jewelry 200ml","6.63","15.0","15.0","99.45","2026-06-08 11:45:19","2026-06-22 11:45:19","Sakura Rising Sun Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068317 (OL2371-5)","[B46334] SHANBAO Jujube Puffed Snacks 12bags*200g","15.91","1.0","1.0","15.91","2026-06-08 11:45:19","2026-06-22 11:45:19","Sakura Rising Sun Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068317 (OL2371-5)","[VHK62378] BAOXI Pickled Vegetable Home Cleaning 500ml","2.61","36.0","36.0","93.96","2026-06-08 11:45:19","2026-06-22 11:45:19","Sakura Rising Sun Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068317 (OL2371-5)","[VHS61142] BAOXI Strawberry Health & Nutrition Drinks 250ml","19.33","16.0","16.0","309.28","2026-06-08 11:45:19","2026-06-22 11:45:19","Sakura Rising Sun Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"NWP26068766","[G44345] ANZHU Strawberry Dipping Sauce 24bags*70g","13.37","2.0","2.0","26.74","2026-06-08 08:13:34","2026-06-13 08:13:34","Evergreen Crown Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","done","2026-06-09"
"NWP26068766","[VHK30154] Maibao Melon Home Cleaning 250ml","12.66","29.0","29.0","367.14","2026-06-08 08:13:34","2026-06-13 08:13:34","Evergreen Crown Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"NWP26068766","[VHB30230] Maibao Beef Hair 6bags*400g","8.04","1.0","1.0","8.04","2026-06-08 08:13:34","2026-06-13 08:13:34","Evergreen Crown Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"NWP26068766","[A84146] Songzhu Mango Milk 20btls*480ml","12.43","5.0","5.0","62.15","2026-06-08 08:13:34","2026-06-13 08:13:34","Evergreen Crown Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"NWP26068766","[G69350] ANZHU Original Oyster Sauce 10bags*100g","30.65","13.0","8.0","398.45","2026-06-08 08:13:34","2026-06-13 08:13:34","Evergreen Crown Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","done","2026-06-09"
"TXP26068996","[E52272] ANZHU Jujube Chili Seasonings 10bags*200g","23.5","2.0","2.0","47.0","2026-06-07 18:40:49","2026-06-12 18:40:49","Evergreen Crown Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068996","[VHS64175] Maibao Jujube Health & Nutrition Drinks 200ml","8.6","6.0","6.0","51.6","2026-06-07 18:40:49","2026-06-12 18:40:49","Evergreen Crown Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068996","[VPC79142] Maibao Seafood Eye Care 400ml","5.01","4.0","4.0","20.04","2026-06-07 18:40:49","2026-06-12 18:40:49","Evergreen Crown Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068996","[A52240] Songzhu Grape Sparkling Water 20btls*330ml","16.69","1.0","1.0","16.69","2026-06-07 18:40:49","2026-06-12 18:40:49","Evergreen Crown Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068996","[G44345] ANZHU Strawberry Dipping Sauce 24bags*70g","13.21","6.0","6.0","79.26","2026-06-07 18:40:49","2026-06-12 18:40:49","Evergreen Crown Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"TXP26068996","[VHK30154] Maibao Melon Home Cleaning 250ml","13.55","17.0","17.0","230.35","2026-06-07 18:40:49","2026-06-12 18:40:49","Evergreen Crown Imports Inc.","Crestline Houston Inc","JIE FAN","done",""
"ILP26069031","[G98339] Shunling Coconut Sesame Paste 10bags*1000g","33.51","1.0","1.0","33.51","2026-06-07 18:25:39","2026-07-27 18:25:39","Xinglin Crown Trading Co., LTD","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26069031","[E66311] Shunling Grape Chili Seasonings 30bags*1000g","22.14","-4.0","-4.0","-88.56","2026-06-07 18:25:39","2026-07-27 18:25:39","Xinglin Crown Trading Co., LTD","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068038 (OL3971-3)","[FE88388] Chenqing Lychee Ice Cream 8boxes*3bags*72ml","25.37","7.0","3.0","177.59","2026-06-07 17:49:13","2026-07-28 17:49:13","Qinglan Silk Road Trading Co., LTD","Crestline Chicago Inc","Jason Qian","done",""
"ILP26068038 (OL3971-3)","[VHS74316] Qiaohe Pickled Vegetable Health & Nutrition Drinks 500ml","15.59","9.0","9.0","140.31","2026-06-07 17:49:13","2026-07-28 17:49:13","Qinglan Silk Road Trading Co., LTD","Crestline Chicago Inc","Jason Qian","done",""
"ILP26068038 (OL3971-3)","[FE79120] Chenqing Pineapple Ice Cream 6boxes*4bags*88ml","43.09","99.0","99.0","4265.91","2026-06-07 17:49:13","2026-07-28 17:49:13","Qinglan Silk Road Trading Co., LTD","Crestline Chicago Inc","Jason Qian","done",""
"TXP26068424 (OL4322-1)","[B23165] FENGJIA Sea Salt Seaweed Snacks & Dried Kelp 12bags*1000g","20.42","1.0","1.0","20.42","2026-06-07 17:48:33","2026-06-12 17:48:33","Blue Bay Harvest Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068424 (OL4322-1)","[CJ44247] CHUANRUI Strawberry Salt 6bags*70g","35.44","1.0","1.0","35.44","2026-06-07 17:48:33","2026-06-12 17:48:33","Blue Bay Harvest Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068424 (OL4322-1)","[I05237] Xisong Pineapple Sichuan Pepper Oil 30bags*70g","26.95","9.0","9.0","242.55","2026-06-07 17:48:33","2026-06-12 17:48:33","Blue Bay Harvest Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068424 (OL4322-1)","[G71202] CHUANRUI Green Tea MSG&Seasoning Powder 12bags*70g","19.75","3.0","3.0","59.25","2026-06-07 17:48:33","2026-06-12 17:48:33","Blue Bay Harvest Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP26068424 (OL4322-1)","[VEL60206] Chengfeng Original Electronics 60ml","5.44","7.0","7.0","38.08","2026-06-07 17:48:33","2026-06-12 17:48:33","Blue Bay Harvest Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"ILP26068200","[VPC36126] BAOXI Spicy Oral Care 100ml","18.02","14.0","14.0","","2026-06-07 17:21:31","2026-06-21 17:21:31","Sakura Rising Sun Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068200","[B46334] SHANBAO Jujube Puffed Snacks 12bags*200g","16.73","9.0","9.0","150.57","2026-06-07 17:21:31","2026-06-21 17:21:31","Sakura Rising Sun Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068200","[VHS61142] BAOXI Strawberry Health & Nutrition Drinks 250ml","20.96","69.0","69.0","1446.24","2026-06-07 17:21:31","2026-06-21 17:21:31","Sakura Rising Sun Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068200","[VHK62378] BAOXI Pickled Vegetable Home Cleaning 500ml","2.71","231.0","231.0","626.01","2026-06-07 17:21:31","2026-06-21 17:21:31","Sakura Rising Sun Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068460","[L19106] YOULING Mango Jujube 24bags*200g","46.32","1.0","1.0","","2026-06-07 16:42:02","2026-08-03 16:42:02","Qinglan Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP26068460","[A55116] XIANYOU Milk Coconut Milk 12btls*330ml","12.43","4.0","4.0","49.72","2026-06-07 16:42:02","2026-08-03 16:42:02","Qinglan Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP26068460","[A40326] XIANYOU Melon Milk 24btls*500ml","24.35","4.0","4.0","97.4","2026-06-07 16:42:02","2026-08-03 16:42:02","Qinglan Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP26068423","[A17227] Baoan Grape Coconut Water 20btls*280ml","18.67","21.0","21.0","392.07","2026-06-07 15:43:49","2026-08-12 15:43:49","Jiangbei Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068423","[A29259] Baoan Beef Milk Drinks 15btls*280ml","15.09","1.0","1.0","15.09","2026-06-07 15:43:49","2026-08-12 15:43:49","Jiangbei Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068423","[A38147] Baoan Chocolate Juice 12btls*480ml","23.17","3.0","3.0","69.51","2026-06-07 15:43:49","2026-08-12 15:43:49","Jiangbei Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068423","[G53180] Zhouyou Taro Sauces 10bags*400g","13.41","1.0","1.0","13.41","2026-06-07 15:43:49","2026-08-12 15:43:49","Jiangbei Foods USA Inc","Crestline Chicago Inc","Grace Zhao","done",""
"NJP26068466","[E25172] Yuanxi Coconut Black Pepper 20bags*100g","39.16","17.0","17.0","665.72","2026-06-07 14:54:51","2026-08-11 14:54:51","Riverside Harvest Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068466","[E28264] Yuanxi Beef Sichuan Pepper Seasonings 10bags*1000g","15.49","8.0","8.0","123.92","2026-06-07 14:54:51","2026-08-11 14:54:51","Riverside Harvest Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068466","[A40103] WANSHUN Spicy Sparkling Water 15btls*1500ml","11.39","12.0","12.0","136.68","2026-06-07 14:54:51","2026-08-11 14:54:51","Riverside Harvest Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068466","[B96137] Jiaqing Milk Rice Crackers&Popcorn 20bags*1000g","21.67","3.0","3.0","65.01","2026-06-07 14:54:51","2026-08-11 14:54:51","Riverside Harvest Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"CAP26068266","[A45365] LIANGYUE Lychee Sparkling Water 12btls*330ml","14.27","275.0","275.0","3924.25","2026-06-07 14:54:48","2026-08-11 14:54:48","Yuhua Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26068459","[A92139] Baoan Beef Milk 24btls*480ml","15.79","7.0","7.0","110.53","2026-06-07 14:20:03","2026-08-12 14:20:03","Jiangbei Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP26068459","[F53365] Xixiang Five Spice Rice 20bags*150g","37.66","1.0","1.0","37.66","2026-06-07 14:20:03","2026-08-12 14:20:03","Jiangbei Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"ILP26068762 (OL2471-3)","[VSC77229] CHENWAN Grape Skin Care 60ml","8.01","172.0","172.0","1377.72","2026-06-07 14:00:34","2026-07-22 14:00:34","Willow Orient Imports Inc.","Crestline Chicago Inc","Jason Qian","done",""
"ILP26068762 (OL2471-3)","[VBB72309] CHENWAN Pineapple Baby Products 150ml","10.21","474.0","474.0","4839.54","2026-06-07 14:00:34","2026-07-22 14:00:34","Willow Orient Imports Inc.","Crestline Chicago Inc","Jason Qian","done",""
"NWP26068248 (OL2367-3)","[A09231] LIANGYUE Jujube Coconut Water 12btls*280ml","14.26","1.0","1.0","14.26","2026-06-07 12:35:41","2026-08-11 12:35:41","Yuhua Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"ILP26068663","[B36263] Lingyou Beef Biscuits & Pastries&Cakes 8bags*100g","29.99","1.0","1.0","29.99","2026-06-07 11:03:35","2026-07-24 11:03:35","Lanting Harvest Trading Co., LTD","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068663","[E86166] Guwan Corn White Sugar 6bags*150g","32.7","1.0","1.0","32.7","2026-06-07 11:03:35","2026-07-24 11:03:35","Lanting Harvest Trading Co., LTD","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068663","[E09373] Guwan Osmanthus White Sugar 12bags*100g","34.24","34.0","34.0","1164.16","2026-06-07 11:03:35","2026-07-24 11:03:35","Lanting Harvest Trading Co., LTD","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068663","[FB04264] MEITIAN Honey Frozen Seafood 20bags*70g","26.52","1.0","1.0","26.52","2026-06-07 11:03:35","2026-07-24 11:03:35","Lanting Harvest Trading Co., LTD","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068663","[M95183] Lingyou Honey Mooncakes 24bags*400g","33.21","3.0","3.0","99.63","2026-06-07 11:03:35","2026-07-24 11:03:35","Lanting Harvest Trading Co., LTD","Crestline Chicago Inc","Grace Zhao","done",""
"NJP26068138","[E66102] Lusong Garlic Brown Sugar 20bags*100g","17.41","2.0","2.0","34.82","2026-06-07 09:28:01","2026-07-20 09:28:01","Taoyuan Harvest Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068138","[E69188] Lusong Melon White Sugar 10bags*1000g","39.16","1.0","1.0","39.16","2026-06-07 09:28:01","2026-07-20 09:28:01","Taoyuan Harvest Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068138","[E96105] Lusong Chicken Brown Sugar 10bags*100g","34.82","2.0","2.0","69.64","2026-06-07 09:28:01","2026-07-20 09:28:01","Taoyuan Harvest Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068138","[VHK47112] Chenmai Jujube Home Cleaning 200ml","3.8","31.0","31.0","117.8","2026-06-07 09:28:01","2026-07-20 09:28:01","Taoyuan Harvest Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068138","[E25184] Lusong Pickled Vegetable Brown Sugar 10bags*70g","36.05","28.0","28.0","1009.4","2026-06-07 09:28:01","2026-07-20 09:28:01","Taoyuan Harvest Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP26068138","[H48288] Hechen Tomato Pickled Products 24bags*100g","38.59","1.0","1.0","38.59","2026-06-07 09:28:01","2026-07-20 09:28:01","Taoyuan Harvest Trading Co., LTD","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"CAP26069245","[F13333] CHUANCHENG Garlic Rice 6bags*70g","24.36","8.0","7.0","194.88","2026-06-06 19:58:38","2026-08-10 19:58:38","Yuhua Silk Road Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
"TXP26068018 (OL4167-2)","[FE16292] Chenqing Grape Ice Cream 6boxes*3bags*90ml","46.67","23.0","23.0","1073.41","2026-06-06 19:19:43","2026-07-27 19:19:43","Qinglan Silk Road Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"TXP26068018 (OL4167-2)","[A59173] QINGQUAN Matcha Ready-to-Drink Tea 20btls*280ml","15.73","34.0","34.0","534.82","2026-06-06 19:19:43","2026-07-27 19:19:43","Qinglan Silk Road Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"TXP26068018 (OL4167-2)","[FE08158] Chenqing Red Bean Ice Cream 6boxes*3bags*90ml","50.81","3.0","3.0","152.43","2026-06-06 19:19:43","2026-07-27 19:19:43","Qinglan Silk Road Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"TXP26068018 (OL4167-2)","[A02117] QINGQUAN Matcha Plant-Based Drinks 24btls*500ml","12.58","1.0","1.0","12.58","2026-06-06 19:19:43","2026-07-27 19:19:43","Qinglan Silk Road Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"TXP26068018 (OL4167-2)","[FE54213] Chenqing Peach Ice Cream 24boxes*3bags*88ml","38.45","39.0","39.0","1499.55","2026-06-06 19:19:43","2026-07-27 19:19:43","Qinglan Silk Road Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"TXP26068018 (OL4167-2)","[FE79120] Chenqing Pineapple Ice Cream 6boxes*4bags*88ml","45.46","91.0","91.0","4136.86","2026-06-06 19:19:43","2026-07-27 19:19:43","Qinglan Silk Road Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"ILP26068911","[VCA83276] Yuantian Pickled Vegetable Fashion Jewelry 400ml","7.32","192.0","192.0","1405.44","2026-06-06 19:12:58","2026-07-26 19:12:58","Nanxi Bridge Trading Co., LTD","Crestline Chicago Inc","Jason Qian","done","2026-06-24"
"ILP26068911","[VBB85169] Yuantian Corn Mother & Bady 24bags*1000g","11.76","48.0","48.0","564.48","2026-06-06 19:12:58","2026-07-26 19:12:58","Nanxi Bridge Trading Co., LTD","Crestline Chicago Inc","Jason Qian","done","2026-06-24"
"ILP26068911","[VSC46179] Fengmai Five Spice Skin Care 200ml","9.3","247.0","247.0","2297.1","2026-06-06 19:12:58","2026-07-26 19:12:58","Nanxi Bridge Trading Co., LTD","Crestline Chicago Inc","Jason Qian","done","2026-06-24"
"ILP26068911","[VCA78277] Yuantian Spicy Apparel & Accessories 200ml","14.17","380.0","359.0","5384.6","2026-06-06 19:12:58","2026-07-26 19:12:58","Nanxi Bridge Trading Co., LTD","Crestline Chicago Inc","Jason Qian","done",""
"ILP26068688","[A16378] FENGFENG Green Tea Sparkling Water 12btls*500ml","11.0","73.0","73.0","803.0","2026-06-06 14:24:42","2026-08-07 14:24:42","Nanxi Green Leaf Trading Co., LTD","Crestline Chicago Inc","Jason Qian","done",""
"ILP26068688","[A38212] CHENGRUN Milk Plant-Based Drinks 24btls*330ml","12.04","29.0","29.0","349.16","2026-06-06 14:24:42","2026-08-07 14:24:42","Nanxi Green Leaf Trading Co., LTD","Crestline Chicago Inc","Jason Qian","done",""
"ILP26068688","[A71127] CHENGRUN Grape Beverages 15btls*480ml","19.16","8.0","8.0","153.28","2026-06-06 14:24:42","2026-08-07 14:24:42","Nanxi Green Leaf Trading Co., LTD","Crestline Chicago Inc","Jason Qian","done",""
"NWP26068100","[FE11202] YUANCHUAN Taro Ice Cream 8boxes*3bags*72ml","38.51","2.0","2.0","77.02","2026-06-06 13:10:27","2026-06-11 13:10:27","Summit Orient Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"NWP26068100","[FE53175] YUANCHUAN Red Bean Ice Cream 8boxes*4bags*88ml","33.14","5.0","5.0","165.7","2026-06-06 13:10:27","2026-06-11 13:10:27","Summit Orient Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"NWP26068100","[FE29343] YUANCHUAN Milk Ice Cream 6boxes*4bags*90ml","40.13","2.0","2.0","80.26","2026-06-06 13:10:27","2026-06-11 13:10:27","Summit Orient Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"CAP26069208","[E27390] XIANGYOU Oolong Chili Seasonings 8bags*1000g","48.5","9.0","9.0","436.5","2026-06-06 10:48:29","2026-07-19 10:48:29","Hengshan Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP26069208","[G50228] XIANGYOU Red Bean Cooking Wine 20bags*100g","38.34","86.0","86.0","3297.24","2026-06-06 10:48:29","2026-07-19 10:48:29","Hengshan Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"ILP26068516","[E40196] YUANQING Melon Brown Sugar 20bags*100g","42.41","112.0","112.0","4749.92","2026-06-06 09:04:13","2026-08-02 09:04:13","Songxi Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP26068516","[VPC62164] BAOCHUAN Lychee Personal Care 60ml","3.19","15.0","15.0","47.85","2026-06-06 09:04:13","2026-08-02 09:04:13","Songxi Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP26068516","[B97167] Yuanyue Milk Cheese Snacks 12bags*70g","11.81","44.0","44.0","519.64","2026-06-06 09:04:13","2026-08-02 09:04:13","Songxi Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"CAP26068682","[E32256] YOUFENG Spicy Chili Seasonings 24bags*150g","17.66","1.0","1.0","17.66","2026-06-05 17:00:40","2026-06-15 17:00:40","Morning Harvest Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP26068682","[CJ44363] YOUFENG Peach BBQ Sauce 24bags*200g","33.01","1.0","1.0","33.01","2026-06-05 17:00:40","2026-06-15 17:00:40","Morning Harvest Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP26068682","[G10181] Baochen Pickled Vegetable Soybean Paste 8bags*1000g","24.02","1.0","1.0","24.02","2026-06-05 17:00:40","2026-06-15 17:00:40","Morning Harvest Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP26068682","[F32229] Guxi Pickled Vegetable Peanuts 8bags*70g","21.38","1.0","1.0","21.38","2026-06-05 17:00:40","2026-06-15 17:00:40","Morning Harvest Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"ILP26068865","[VHK30154] Maibao Melon Home Cleaning 250ml","13.26","76.0","76.0","1007.76","2026-06-05 16:09:53","2026-06-10 16:09:53","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068865","[VPC79142] Maibao Seafood Eye Care 400ml","5.17","35.0","35.0","180.95","2026-06-05 16:09:53","2026-06-10 16:09:53","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068865","[G69350] ANZHU Original Oyster Sauce 10bags*100g","29.78","9.0","9.0","268.02","2026-06-05 16:09:53","2026-06-10 16:09:53","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068865","[G65293] ANZHU Chocolate Chili Sauce 24bags*500g","44.04","6.0","6.0","264.24","2026-06-05 16:09:53","2026-06-10 16:09:53","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068865","[A52240] Songzhu Grape Sparkling Water 20btls*330ml","16.92","7.0","7.0","118.44","2026-06-05 16:09:53","2026-06-10 16:09:53","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP26068865","[VHS64175] Maibao Jujube Health & Nutrition Drinks 200ml","8.66","20.0","20.0","173.2","2026-06-05 16:09:53","2026-06-10 16:09:53","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"NWP26068021 (OL1190-5)","[A49363] QINGQUAN Lemon Ready-to-Drink Tea 20btls*480ml","27.86","24.0","24.0","668.64","2026-06-05 15:13:02","2026-07-26 15:13:02","Qinglan Silk Road Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP26068021 (OL1190-5)","[A59173] QINGQUAN Matcha Ready-to-Drink Tea 20btls*280ml","16.61","4.0","4.0","66.44","2026-06-05 15:13:02","2026-07-26 15:13:02","Qinglan Silk Road Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"TXP26068737","[CJ44363] YOUFENG Peach BBQ Sauce 24bags*200g","33.98","2.0","2.0","67.96","2026-06-05 12:16:25","2026-06-15 12:16:25","Morning Harvest Imports Inc.","Crestline Houston Inc","JIE FAN","done","2026-06-06"
"CAP26069147","[C13341] CHENBAO Five Spice Drink Powder/Blocks 10bags*150g","11.7","1.0","1.0","11.7","2026-06-05 11:50:29","2026-08-03 11:50:29","Lanting Orient Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
"CAP26069147","[G71266] ZHUYUN Pineapple Syrup 8bags*70g","23.56","1.0","1.0","23.56","2026-06-05 11:50:29","2026-08-03 11:50:29","Lanting Orient Trading Co., LTD","Crestline Pacific Inc","Lina Hua","done",""
